Speech_Content_ID,Type,Name,Text,Speech_Time
589,Speech,Speaker," Tēnā rā tātou katoa. The House is resumed. Members, I am sure you would all wish to welcome James Evans, member of the Senedd Cymru, the Welsh Parliament, who is present in the gallery.",29/03/2023 14:00
590,Speech,Christopher Luxon," Point of order, Mr Speaker. I seek leave for the business of the House to be suspended so that a debate can take place on the dismissal by the Prime Minister of the Hon Stuart Nash as a Minister, and for the time for the debate—moved by me—to be in accordance with that of a debate in a matter of urgent public importance, as set out in Appendix A of the Standing Orders.",29/03/2023 14:51
591,Speech,Speaker, Leave has been sought for that purpose. Is there any objection? There is objection.,29/03/2023 14:51
592,Speech,David Seymour," I seek leave to amend a vote on the instruction to committee on the Child Support (Pass On) Acts Amendment Bill. People may wonder why ACT has done this a couple of times. We're missing a member who's had a particularly bad case of pneumonia, but I also want to tell the House that his wife says that he sounds like Rod Stewart now, so it's not all bad. But we would like leave to amend that vote if that's OK.",29/03/2023 23:35
593,Speech,Assistant Speaker, Is there any objection to that course of action? There appears to be none. The vote will be corrected. ,30/03/2023 0:44
594,Speech,Speaker," I'm sure that members would wish to welcome Stephen Twigg, Secretary-General of the Commonwealth Parliamentary Association, who is present in the gallery.",28/03/2023 14:01
595,Speech,Speaker," Members, before I come to oral questions, I'm sure members would like to welcome the honourable Minister of agriculture from the Republic of Ireland.",16/03/2023 14:04
596,Speech,Michael Woodhouse," Point of order, Mr Speaker. Mr Speaker, I raise an issue with you under Standing Order 267 relating to the Severe Weather Emergency Legislation Bill which, as you know, is an omnibus bill being passaged through the House tomorrow afternoon. I would ask for your considered ruling by 2 o'clock tomorrow—clause 14 of that bill seeks to amend part of the Local Government Act to reconcile issues relating to long-term planning with the new water services entities. Now, Standing Order 267 requires that omnibus bills deal with interrelated topics that amend separate bills, and my submission to you is that the amendment in clause 14 is not related to cyclone recovery. Indeed, a number of district councils, including Horowhenua and Gisborne pointed out to the select committee considering the two subsequent water services entities bills, the Finance and Expenditure Committee, that this was an anomaly and they recommended amending those clauses.",15/03/2023 14:47
597,a,Michael Woodhouse,"So we have something of a dilemma, because—well, two things: firstly, you have the power to disallow a clause before a bill is introduced, but it would be unfair to consider that you would know everything about every bill, that's just not realistic. What we have is a situation where the bill has had its first reading, has gone to the Governance and Administration Committee today, but it appears that the Standing Orders are silent on what to do about a clause in a bill that, in my view, is in clear opposition to the requirements of Standing Order 267. Now, the committee will meet this afternoon and may have a resolution, but I'm not that confident. So I'd like you to consider and rule, as can be the case in the committee of the whole House for new amendments, that clause 14 should be removed from this bill. We have worked very, I think, constructively to get the emergency legislation through, and it would be a shame if this was sort of an irritant on that process. There are also other places, including those two bills, where the fix could be made. We have urgency on the week of 28 March, we have Budget urgency coming up, there are other places that this remedy could be achieved. But I don't think this is within either the spirit or the letter of Standing Orders.",15/03/2023 14:47
598,Speech,Kieran Mcanulty," Speaking to the point of order. Thank you, Mr Speaker. In response to that, the rationale behind the inclusion was included in the introductory speech yesterday. We outlined that, at the request of local government, they would like this provision included so that they can make investments in water service infrastructure to repair that damaged by the cyclone. Also, other councils have requested it so that they can make investments for resilience, which has arisen as a major focus as a result of the damage from the cyclone. ",15/03/2023 14:51
